cidade;denominacao_do_bem_tombado;endereco;tipo;ano_de_tombamento
Manhumirim;Parque natural Municipal Sagui da Serra - 399 ha;Situada nas respectivas Comunidades de Caatinga, Ventania e Ouro, em áreas limítrofes do município de Manhuaçu, abrangendo as cabeceiras e nascentes dos Córregos do Ouro e Caratinga;CP;2006
Mantena;Imagem de Santo Antônio;Altar da Igreja Matriz - Praça José Fernandes Filho;BM;2013
Mar de Espanha;Fórum;Avenida Bueno Brandão  nº 69;BI;2002
Mar de Espanha;Busto Prefeito Sérgio Martins;Parque nuziato Schettino - Jardim Princesa ou Praça Barão de Ayuruoca;BM;2003
Mar de Espanha;Escola Estadual Estevão Pinto;Praça Barão de Ayuruoca  nº 22;BI;2002
Mar de Espanha;Prefeitura;Praça Barão de Ayuruoca  nº 53;BI;2008
Mar de Espanha;Clube Recreativo;Praça Barão de Ayuruoca s/nº;BI;2005
Mar de Espanha;Antiga Estação Ferroviária;Praça Governador Valadares s/nº;BI;2009
Mar de Espanha;Cadeia Pública;Rua Alfredo Lagrota s/nº - Centro;BI;2002
Maravilhas;Prefeitura Municipal;Avenida Brasil  nº 33;BI;2017
Maria da Fé;Antiga Sede do Banco Itajubá;Avenida Coronel Silvestre Ferraz  nº 25;BI;2006
Maria da Fé;Centro Cultural;Praça Getúlio Vargas s/nº;BI;2001
Maria da Fé;Locomotiva a vapor de origem alemã  modelo Baldwin  nº 225 do ano de 1918;Praça Getúlio Vargas s/nº;BM;2006
Maria da Fé;Igreja Matriz Nossa Senhora de Lourdes;Praça Nossa Senhora de Lourdes s/nº;BI;2013
Maria da Fé;Antigo grupo escolar Arlindo Zaroni;Praça Wenceslau Braz;BI;2001
Mariana;Órgão ARP Schnitger;Catedral da Sé;BM;2010
Mariana;Núcleo Histórico Distrito Monsenhor Horta - 213 ha;Distrito de MonsenhorHorta;NH;2018
Mariana;Núcleo Histórico Padre Viegas - 129 ha;Distrito de Padre Viegas;NH;2018
Mariana;Igreja de Santo Antônio;Largo de Santo Antônio s/nº - Distrito de Monsenhor Horta - Sub-Distrito de Paracatu de Baixo;BI;2018
Mariana;Conjunto Paisagístico Arqueológico Morro Santana e Santo Antônio - 262,86 ha;Não informado;CP;2009
Mariana;Igreja Matriz Nossa Senhora do Rosário;Praça do Rosário s/nº - Distrito de Padre Viegas;BI;2018
Mariana;Estação Ferroviária;Praça Juscelino Kubitscheck s/nº;BI;2006
Mariana;Igreja São Pedro dos Clérigos;"Rua Antônio Pacheco s/nº; Praça de São Pedro - Bairro São Pedro ou Colina de São Pedro";BI;2018
Mariana;Estação Ferroviária Ribeirão do Carmo;Rua da Vargem nº 50 - Distrito de Bandeirantes;BI;2020
Mariana;Capela Nossa Senhora das Mercês;Rua Nossa Senhora das Mercês  s/nº – Sub Distrito de Bento Rodrigues  - Distrito de Santa Rita Durão;BI;2018
Mariana;Estação Ferroviária de MonsenhorHorta;Rua Raimundo de Assis Ventura, s/nº – Distrito de Monsenhor Horta;BI;2020
Mariana;Centro Histórico de Santa Rita Durão: Igreja Matriz de Nossa Senhora de Nazaré, Capela de Nossa Senhora do Rosário, Casa com Rótulas e Cruzes e o casario colonial remanescente. - 114 unidades;"20°10'57.6""S 43°24'58.7""W";NH;2010
Mariana;Conjunto Arquitetônico e Urbanístico de Mariana - 1512 unidades;Não informado;NH;2011
Mariana;Núcleo Histórico Urbano Distrito de Camargos - 80 ha;Não informado;NH;2013
Mariana;Núcleo Histórico Urbano Distrito de Furquim - 93 ha;Não informado;NH;2013
Marilac;Imagem de Santa Luíza de Marilac;Igreja Matriz Santa Luiza de Marilac;BM;2024
Mário Campos;Casarão Sampaio;Avenida Governandor Magalhães Pinto  nº 320;BI;2002
Maripá de Minas;Pico da Pedra da Serra do Café - 2,31 ha;Fazenda Boa Vista da Serra;CP;2010
Maripá de Minas;Portão do Cemitério Municipal;Rua Bertolino nascente de Azevedo s/nº;BI;2003
Maripá de Minas;Instituto Travessa Maestro José Caetano de Oliveira - Antiga Casa de Música – atual Câmara Municipal;Rua Francisco Paradela de Souza  nº 50;BI;2010
Maripá de Minas;Mapa e processo de retombo da Sesmaria da Várzea Grande;Rua Francisco Paradela Souza  nº 80;BM;2010
Maripá de Minas;Sociedade São Vicente de Paula;Rua Pedro nascentes de Azevedo s/nº - Centro;BI;2018
Marliéria;Casa de Tábua - Casa de Tábua do Parque Estadual do Rio Doce;Domínios internos do Parque Estadual do Rio Doce – Rodovia MG 760, km 20;BI;2023
Marliéria;Pico do Jacroá - 2,02 ha;Estrada Parque Estadual do Rio Doce;CP;2022
Marliéria;Imagem de Nossa Senhora da Saúde;Memorial Dom Helvécio;BM;2022
Marliéria;Prefeitura Municipal de Maliéria;Praça Juscelino Kubitschek nº106  - loteamento 10 -  Quadra 270 -  lote 60 - Bairro Centro;BI;2018
Marliéria;Escola Estadual Liberato de Castro;Praça Professor Otacílio Fernandes  n° 37 - Centro;BI;2023
Marliéria;Capela de Santo Antônio;Rua Antônio João Alves Torres nº 1045  Bairro Santo Antônio - Setor 30, quadra 530;BI;2015
Marliéria;Escolas Reunidas de Marliéria - Antigo semi-internato;Rua Rafael Moreira da Silva  nº 325 - Centro;BI;2017
Marliéria;Escola Municipal Padre João Borges Quintão;Rua Rafael Moreira da Silva nº 417 - Centro;BI;2022
Martinho Campos;Santuário de Nossa Senhora da Abadia;Praça Governador Valadares s/nº;BI;2009
Martinho Campos;Imagem Nossa Senhora da Abadia;Altar-mor do Santuário Nossa Senhora da Abadia - Praça Governador Valadares s/nº;BM;2009
Martinho Campos;Casa de Tábua do Parque Estadual do Rio Doce;Domínios internos do Parque Estadual do Rio Doce – Rodovia MG 760, km 20;CP;2010
Martins Soares;Busto do Senhor José Emerick Sobrinho;Praça José Emerick Sobrinho - Centro;BM;2013
Materlândia;Imagem de Nossa Senhora Mãe dos Homens;Praça Raimundo Deco nº 04 - Centro - Igreja Nossa Senhora Mãe dos Homens;BM;2007
Materlândia;Igreja Matriz de Nossa Senhora Mãe dos Homens;Praça Raimundo Deco nº 08 - Centro;BI;2010
Materlândia;Praça dos Sonhos - 0,13 ha;Alto do Cruzeiro;CP;2010
Mateus Leme;Estação Ferroviária - Atual Casa de Cultura;Não informado;BI;2007
Mateus Leme;Confessionário utilizado pelo Padre Vilaça;Não informado;BM;2007
Mateus Leme;Fachada da Estação Ferroviária do Distrito de Azurita;Não informado;BI;2007
Mateus Leme;Igreja Matriz de Santo Antônio;Não informado;BI;2007
Mateus Leme;Imagem de Cristo Morto;Não informado;BM;2007
Mateus Leme;Imagem de Nossa Senhora do Rosário;Não informado;BM;2007
Mateus Leme;Imagem de Santo Antônio;Não informado;BM;2007
Mateus Leme;Imagem de São Sebastião;Não informado;BM;2007
Mateus Leme;Escola Estadual Domingos Justino Ribeiro- parte antiga;Não informado;BI;2007
Mathias Lobato;Canoa Velha - Piroga- canoa monóxila indígena;Praça Getúlio Vargas, s/nº;BM;2025
Matias Barbosa;Prefeitura Municipal;Avenida Cardoso Saraiva  nº 305 - Centro;BI;2007
Matias Barbosa;Laboratório de Biologia Veterinária;Avenida Cardoso Saraiva nº 124 – Centro;BI;2018
Matias Barbosa;Cemitério Municipal de Matias Barbosa - 0,85 ha;Avenida Cardoso Saraiva s/nº;CP;2013
Matias Barbosa;Túmulo de José Cardoso Saraiva;Cemitério Municipal;BI;2011
Matias Barbosa;Túmulo do Cônego Joaquim Inácio Valadares Monteiro;Cemitério Municipal;BI;2009
Matias Barbosa;Túmulo do Doutor Joaquim Eloy de Andrade;Cemitério Municipal;BI;2011
Matias Barbosa;Busto de Getúlio Vargas;Praça da Bandeira - Centro;BM;2009
Matias Barbosa;Escola Estadual Cônego Joaquim Monteiro;Praça da Bandeira  nº 26 - Centro;BI;2013
Matias Barbosa;Prédio da CAMIG;Rua Dom Oscar Vidal nº 118 - Centro ou Avenida Cardoso Saraiva nº198, Bairro Centro;BI;2018
Matias Barbosa;Ponte da Liberdade - Ponte do Arco;Rua Ponte do Arco s/nº. Bairro Ponte do Arco;BI;2011
Matozinhos;Acervo da Guarda de Congado de Nossa Senhora do Rosário:  Coroas e Instrumentos;Coroa do Rei e Bastão: Casa do Rei Congo José Carvalho Sobrinho - Rua Sergipe  nº 519 - Bairro do Cruzeiro  / Coroa da rainha: Palácio da Cultura - Praça do Rosário  nº 50 - Centro / Instrumentos: Igreja do Rosário - Praça Santa Cruz - Bairro Cruzeiro;BM;2002
Matozinhos;Conjunto Arquitetônico, Histórico e Paisagístico da Fazenda da Jaguara - 9,9 ha;Distrito de Mocambeiro;CP;2001
Matozinhos;Estação Ferroviária de Matozinhos;Praça Santa Terezinha s/nº - Bairro Estação;BI;2003
Matutina;Escola Estadual Frei Leopoldo;Rua José Londe Filho  nº 401;BI;2003
Medeiros;Imagem de São José;Praça Militão Miranda  nº 210 - Centro;BM;2008
Mercês;Praça Vereador Miguel Lopes de Oliveira -Antigo Largo Santo Antônio -  0,2439 ha;Bairro Carangola;CP;2011
Mercês;Imagem de Nossa Senhora das Mercês;Igreja Matriz de Nossa Senhora das Mercês - Centro;BM;2012
Mercês;Fachadas da Antiga Estação Ferroviária;Praça Antônio Camilo de Lima  nº 11 - Centro;BI;2012
Minas novas;Imagem de Nossa Senhora Rosário;Avenida Waldemar César Santos - Igreja de Nossa Senhora do Rosário;BM;2023
Minas novas;Casarão do Inconfidente Domingos de Abreu Vieira;Praça Doutor Badaró  nº 112 - Centro;BI;2010
Minas novas;Sobrado Prefeitura Municipal;Praça Sebastião Leme do Prado  nº 15;BI;2006
Minas novas;Solar da Tia Auta;Rua São José  nº 07;BI;2005
Minas novas;Sobrado de Dário Magalhães;Rua São José  nº 35;BI;2007
Minas novas;Edificação;Rua São José  nº 36;BI;2003
Minduri;Estação Ferroviária de Minduri;Pátio da Estação, nº350, Centro;BI;2025
Minduri;Árvore de Óleo;Praça Odete Penha com Rua Duval Souza Furtado;BI;2009
Miradouro;Monumento dos Quatro Poderes;Praça Santa Rita;BM;2016
Miradouro;Conjunto Paisagístico da Praça Santa Rita - 0,9047 ha;Praça Santa Rita – confluência das ruas Alvares Chiquinho e Floriano Peixoto - Centro;CP;2021
Miradouro;Fórum Desembargador Antônio Aníbal Pacheco;Praça Santa Rita, nº192;BI;2023
Moeda;Fazenda Pedra Vermelha: edificação que abriga engenho d’água e a sede;Pedra Vermelha;BI;2022
Moeda;Imagem de São Caetano;Capela de São Caetano - Povoado de São Caetano - Moeda Velha -;BM;2007
Moeda;Igreja do Sagrado Coração de Jesus;Praça Sagrado Coração de Jesus, região Central do Distrito de Coco, ou Vila Coco;BI;2021
Moeda;Estação Ferroviária;Rua do Norte  s/nº;BI;2007
Moeda;Antiga Cooperativa Agropecuária Limitada de Moeda;Rua Doutor Sebastião Coutinho, nº 97;BI;2021
Moeda;Conjunto Paisagístico da Serra da Moeda - 2372,55 ha;Acesso pela BR-040 e MG-825. Comtempla o limite dos Municípios de Itabirito, Brumadinho e Moeda na crista da Serra, descendo pelo limite entre Brumadinho e Moeda. Segue a estrada de asfalto até o entroncamento com a estrada de Moeda Velha, estando na proximidade do limite de Moeda com o Município de Belo Vale. Segue o limite desses municípios até o tríplice limite Moeda, Belo Vale e Itabirito.;CP;2006
Moema;Santuário de Nossa Senhora do Perpétuo Socorro;Praça Pedro Ferreira da Silva  s/nº;BI;2012
Monjolos;Sítio Natural Gruta Pau-Ferro - > 2 ha;Estrada para Rodeador - Km 0 - Distrito Rural;CP;2007
Monjolos;Estação Ferroviária de Monjolos;Praça da Estação de Monjolos nº 139 – Bairro Centro;BI;2018
Monjolos;Estação Ferroviária de Rodeador;Rua dos Ferroviários no Distrito de Rodeador;BI;2021
Monte Alegre de Minas;Biblioteca Municipal Rui Barbosa – Antiga Caixa d'Água;Avenida 16 de setembro  n° 281 - Centro;BI;2011
Monte Alegre de Minas;Monumento aos Retirantes de Laguna;BR 365 km 696;BI;2002
Monte Alegre de Minas;Trompete Selmer do Doutor Miguel Reis;Chacara Seleção;BM;2010
Monte Alegre de Minas;Capela Nossa Senhora da Abadia;Fazenda Pântano;BI;2011
Monte Alegre de Minas;Fachada Principal da Escola Estadual Tancredo Martins;Praça Luís Dutra Alvim  n° 22;BI;2003
Monte Alegre de Minas;Secretaria Municipal de Educação – Antigo Fórum - Sede do Setor de Patrimônio e Sede do Conselho Consultivo do Patrimônio e Sede da Banda;Praça Luis Dutra Alvim  n° 30;BI;2011
Monte Alegre de Minas;Conjunto Arquitetônico e Urbanístico da Igreja Matriz de São Francisco das Chagas e praças Nicanor Parreira e Luis Dutra Alvim - 0,87 ha;Praça nicanor Parreira  e Praça Luis Dutra Alvim;CP;2011
Monte Alegre de Minas;Casarão da Família Vilela Parreira;Praça Nicanor Parreira  n° 30 - Centro;BI;2011
Monte Alegre de Minas;Tuba Helicon do Eugênio Macedo;Rua Amélia Rezende de Oliveira;BM;2010
Monte Alegre de Minas;Bombardino do Maestro Victal Reis;Rua Benjamim Constante  s/nº;BM;2010
Monte Alegre de Minas;Saxofone Alto do Maestro Augusto Reis;Rua do Baru  n° 285 - Bairro Paloma II;BM;2010
Monte Alegre de Minas;Saxofone Alto do Professor Tonato;Rua do Baru  n° 285 - Bairro Paloma II;BM;2010
Monte Azul;Acervo de Livros Históricos do século XIX e XX;Biblioteca Pública Municipal de Monte Azul;BM;2024
Monte Belo;Coreto;Avenida Francisco Wenceslau dos Anjos s/nº - Centro;BI;2007
Monte Belo;Obelisco em homenagem à FEB;Avenida Francisco Wenceslau dos Anjos s/nº - Centro;BI;2007
Monte Belo;Igreja Matriz Imaculada Conceição;Praça Doutor Zacarias Bueno - Centro;BI;2006
Monte Belo;Praça João Pedro Boneli - >2 ha;Centro;CP;2024
Monte Belo;Instrumentos Musicais de Sopro da Banda Lira Santa Cecília;Não informado;BM;2007
Monte Carmelo;Caixa d'Água da Rede Mineira de Viação;Praça Anacleto Fernandes Nogueira, s/nº;BI;2009
Monte Carmelo;Imagem de Nossa Senhora do Rosário;Praça Anacleto Fernandes Nogueira, nº 16;BM;2024
Monte Carmelo;Secretaria Municipal de Ação Social;Praça Celso Bueno, nº14;BI;2008
Monte Carmelo;Igreja Nossa Senhora do Rosário;Praça do Rosário, s/nº;BI;2007
Monte Carmelo;Conjunto Paisagístico da Praça Getúlio Vargas: Escola Estadual Mello Viana, Praça Getúlio Vargas, Prédio da Prefeitura, Prédio do Correio e Prédio do Hospital e Maternidade Virgílio Rosa - <2 ha;Não informado;CP;2001
Monte Carmelo;Escola Estadual Melo Viana;Praça Getúlio Vargas, s/nº;BI;2001
Monte Carmelo;Prefeitura Municipal;Praça Getúlio Vargas, s/nº;BI;2008
Monte Carmelo;Relógio da antiga Matriz de Nossa Senhora do Carmo;Praça Governador Valadares;BM;2008
Monte Carmelo;Antiga Estação Ferroviária - Casa da Cultura;Praça Governador Valadares, s/nº;BI;2008
Monte Santo de Minas;Escola Estadual Doutor Wenceslau Braz;Rua Coronel José Cassiano Gomes, nº 43 - Centro;BI;2025
Monte Santo de Minas;Sambódromo Sebastião Antônio da Silva - Terreirão do Samba;Avenida Vital Paulino da Costa, nº 422 - 640 - Centro;BI;2024
Monte Santo de Minas;Cachoeira da Retífica - 2,005 ha;Comunidade dos Cunhas - Zona  Rural - Estrada da Lagoa em direção à Fazenda do Barreiro, a 20 km da sede;CP;2010
Monte Santo de Minas;Imagem de São Francisco de Paula;Igreja Matriz São Francisco de Paula - Praça Coronel Silvério de Mello s/nº - Centro;BM;2007
Monte Santo de Minas;Antiga Estação Ferroviária do Distrito Sede;Praça da Estação  n° 500 - Centro;BI;2017
Monte Santo de Minas;Escola Estadual Américo de Paiva;Praça noraldino Lima nº 25 - Centro;BI;2007
Monte Santo de Minas;Santuário São Camilo;Rua Coronel Lucas Magalhães,nº  373, Centro;BI;2024
Monte Santo de Minas;Praça Joaquim Bernardes -Jardim Velho -  0,33 ha;Praça Joaquim Bernardes, s/nº - Centro;CP;2024
Monte Sião;Imagem de Nossa Senhora da Medalha Milagrosa;Praça Prefeito Mário Zucato s/nº - Centro;BM;2007
Monte Sião;Santuário de Nossa Senhora da Medalha Milagrosa;Praça Prefeito Mário Zucato s/nº - Centro;BI;2009
Montes Claros;Edificação;Rua Justino Câmara nº 114;BI;2000
Montes Claros;Edificação;Rua Justino Câmara nº 115;BI;2000
Montes Claros;Edificação;Rua Justino Câmara nº 93;BI;2000
Montes Claros;Armazém Central do Brasil;Não informado;BI;2000
Montes Claros;Capela Nossa Senhor do Bonfim;Não informado;BI;2009
Montes Claros;Capela São Geraldo;Não informado;BI;2009
Montes Claros;Catedral Nossa Senhora Aparecida;Não informado;BI;2000
Montes Claros;Conjunto Urbanístico Praça da Matriz;Não informado;CP;2000
Montes Claros;Conservatório Estadual de Música Lorenzo Fernandez;Não informado;BI;2000
Montes Claros;Escola Estadual Gonçalves Chaves;Não informado;BI;2000
Montes Claros;Imagem Nossa Senhora Conceição;Não informado;BM;2006
Montes Claros;Morro Dois Irmãos;Pico dos Dois Morrinhos - Morro dos Urubus - Morro do Alfeirão;CP;Não informado
Montes Claros;Polícia Militar;Não informado;BI;2000
Montes Claros;Santuário Bom Jesus;Não informado;BI;2009
Montes Claros;Serra de Montes Claros;Serra do Melo -  Serra da Sapucaia - Serra do Ibituruna;CP;Não informado
Montes Claros;Faculdade Filosofia Ciências e Letras – FAFIL;Não informado;BI;2000
Montes Claros;Sobrado da Família Versiani-Maurício;Não informado;BI;2000
Montes Claros;Imagem Nossa Senhora Conceição e de São José;Matriz de Nossa Senhora da Conceição e São José;BM;2006
Morada Nova de Minas;Conjunto Paisagístico da Praça Doutor Agenor Soares dos Santos - 1 ha;Praça Doutor Agenor Soares dos Santos, s/nº, Centro;CP;2024
Morro da Garça;Conjunto Paisagístico da Praça São Sebastião - 1,32 ha;Praça São Sebastião s/nº – Centro;CP;2020
Morro da Garça;Imagem Nossa Senhora Imaculada Conceição;Praça São Sebastião s/nº;BM;2003
Morro da Garça;Atual Casa de Cultura do Sertão;Rua Boaventura Pereira Leite nº 44 - Centro;BI;2003
Morro da Garça;Conjunto Paisagístico Natural Morrão - 33,9 ha;Zona  Rural;CP;2022
Morro do Pilar;Imagem de Nossa Senhora do Pilar;Não informado;BM;2007
Munhoz;Praça José Francisco Munhoz - 0,079 ha;Não informado;CP;2025
Muriaé;Antigo Prédio do Fórum;Avenida Constantino Pinto  esquina com Rua Coronel Domiciano;BI;2009
Muriaé;Monumento do Centenário de Muriaé;Avenida Constantino Pinto s/nº;BI;2007
Muriaé;Busto do Doutor Antônio Soares Canêdo;Avenida Constantino Pinto s/nº;BI;2007
Muriaé;Conjunto Arquitetônico da Avenida Eudóxia Canêdo - 0,4472 ha;Avenida Eudóxia Canêdo;CP;2009
Muriaé;Busto do Presidente Juscelino Kubitschek;Avenida Juscelino Kubitschek;BI;2007
Muriaé;Busto do Professor Gonçalves Couto;Praça Coronel Pacheco de Medeiros;BI;2010
Muriaé;Conjunto Paisagístico da Praça Coronel Pacheco de Medeiros - 2,33 ha;Praça Coronel Pacheco de Medeiros;CP;2007
Muriaé;Edificação;Praça Coronel Pacheco de Medeiros nº 118;BI;2009
Muriaé;Secretaria Municipal de Trabalho e Ação Social;Praça Coronel Pacheco de Medeiros nº 13;BI;2007
Muriaé;Conjunto Praça do Rosário - 0,12 ha;Praça do Rosário;CP;2001
Muriaé;Conjunto Paisagístico Praça Dr. José Henrique Hastenreiter - 1,6 ha;Praça Doutor José Henrique Hastenreiter;CP;2001
Muriaé;Capela do Hospital São Paulo;Praça Gilton Fellipe de Mello nº187;BI;2009
Muriaé;Hospital São Paulo;Praça Gilton Mello Fellipe nº187;BI;2009
Muriaé;Conjunto Paisagístico Praça João Pinheiro - 5,7 ha;Praça João Pinheiro;CP;2007
Muriaé;Relógio da Praça João Pinheiro;Praça João Pinheiro;BI;2001
Muriaé;Grande Hotel Muriaé - Palace Ventura;Praça João Pinheiro nº 164;BI;2001
Muriaé;Secretaria Municipal de Saúde;Praça João Pinheiro nº 209;BI;2007
Muriaé;Escola Estadual Doutor Silveira Brum;Rua Arthur Bernardes nº03;BI;2007
Muriaé;Biblioteca;Rua Artur Bernardes nº 50;BI;2007
